symbol,company,last.sale.price,market.cap,country,ipo.year,industry
EFT,Eaton Vance Floating Rate Income Trust Common Shares of Beneficial Interest,15.07,429163204,United States,2004,Finance Companies
EFX,Equifax Inc. Common Stock,294.33,35908707087,United States,NA,Advertising
EGF,Blackrock Enhanced Government Fund Inc. Common Stock,12.51,51820511,United States,2005,Trusts Except Educational Religious and Charitable
EGGF,EG Acquisition Corp. Class A Common Stock,9.72,273375000,,2021,
EGHT,8x8 Inc Common Stock,17.45,1994322354,United States,NA,EDP Services
EGO,Eldorado Gold Corporation Ordinary Shares,9.25,1689596046,Canada,NA,
EGP,EastGroup Properties Inc. Common Stock,228.56,9298797437,United States,NA,Real Estate Investment Trusts
EGY,VAALCO Energy Inc.  Common Stock,3.35,196347091,United States,NA,Oil & Gas Production
EHC,Encompass Health Corporation Common Stock,65.84,6550585805,United States,NA,Medical Specialities
EHI,Western Asset Global High Income Fund Inc Common Stock,9.92,225157186,United States,2003,Investment Managers
EIC,Eagle Point Income Company Inc. Common Stock,17.15,0,,2019,Finance/Investors Services
EICA,Eagle Point Income Company Inc. 5.00% Series A Term Preferred Stock due 2026,25.61,0,,2021,Finance/Investors Services
EIG,Employers Holdings Inc Common Stock,41.14,1150454593,United States,2007,Property-Casualty Insurers
EIX,Edison International Common Stock,68.44,26000921041,United States,NA,Electric Utilities: Central
EL,Estee Lauder Companies Inc. (The) Common Stock,370.08,133209331572,United States,1995,Package Goods/Cosmetics
ELAN,Elanco Animal Health Incorporated Common Stock,28.27,13374498638,United States,2018,Biotechnology: Pharmaceutical Preparations
ELAT,Elanco Animal Health Incorporated 5.00% Tangible Equity Units,44.46,0,United States,2020,Biotechnology: Pharmaceutical Preparations
ELC,Entergy Louisiana Inc. Collateral Trust Mortgage Bonds 4.875 % Series due September 1 2066,25.22,0,United States,2016,
ELF,e.l.f. Beauty Inc. Common Stock,32.38,1684777898,United States,2016,Package Goods/Cosmetics
ELP,Companhia Paranaense de Energia (COPEL) American Depositary Shares (each representing one Unit consisting one Common Share and four non-voting Class B Preferred Shares),5.5,15051045625,Brazil,2021,Electric Utilities: Central
ELS,Equity Lifestyle Properties Inc. Common Stock,87.48,16081108628,United States,NA,Real Estate Investment Trusts
ELVT,Elevate Credit Inc. Common Stock,2.97,96731091,United States,2017,Finance Companies
ELY,Callaway Golf Company Common Stock,27.35,5087477485,United States,1992,Recreational Products/Toys
EMD,Western Asset Emerging Markets Debt Fund Inc Common Stock,12.57,763577371,United States,NA,Finance/Investors Services
EME,EMCOR Group Inc. Common Stock,128.09,6836724847,United States,NA,Engineering & Construction
EMF,Templeton Emerging Markets Fund Common Stock,16.29,262688663,United States,1987,Finance/Investors Services
EMN,Eastman Chemical Company Common Stock,120.27,16169132355,United States,NA,Major Chemicals
EMO,ClearBridge Energy Midstream Opportunity Fund Inc. Common Stock,21.72,289030603,United States,2011,Investment Managers
EMP,Entergy Mississippi LLC First Mortgage Bonds 4.90% Series Due October 1 2066,25.46,0,United States,2016,
EMR,Emerson Electric Company Common Stock,92.95,55370260531,United States,NA,Industrial Machinery/Components
ENB,Enbridge Inc Common Stock,38.39,77776700567,Canada,NA,Oil & Gas Production
ENBA,Enbridge Inc 6.375% Fixed-to-Floating Rate Subordinated Notes Series 2018-B due 2078,26.85,0,Canada,2018,Oil & Gas Production
ENFN,Enfusion Inc. Class A Common Stock,20.33,1333308245,,2021,Computer Software: Prepackaged Software
ENIA,Enel Americas S.A. American Depositary Shares,5.41,11607879783,Chile,NA,Electric Utilities: Central
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),1.77,2448496125,,2016,Electric Utilities: Central
ENJ,Entergy New Orleans LLC First Mortgage Bonds 5.0% Series due December 1 2052,25.27,0,United States,NA,Power Generation
ENLC,EnLink Midstream LLC Common Units representing Limited Partner Interests,6.77,3303473060,,NA,Natural Gas Distribution
ENO,Entergy New Orleans LLC First Mortgage Bonds 5.50% Series due April 1 2066,25.74,0,United States,2016,
ENPC,Executive Network Partnering Corporation Class A Common Stock,9.84,436738560,,2020,
ENR,Energizer Holdings Inc. Common Stock,39.84,2651102044,United States,2015,Metal Fabrications
ENR^A,Energizer Holdings Inc. 7.50% Series A Mandatory Convertible Preferred Stock,88.17,NA,United States,NA,
ENS,EnerSys Common Stock,78.95,3307317977,United States,2004,Telecommunications Equipment
ENV,Envestnet Inc Common Stock,81.25,4439846369,United States,2010,EDP Services
ENVA,Enova International Inc. Common Stock,40.85,1487811412,United States,2014,Finance: Consumer Services
ENZ,Enzo Biochem Inc. Common Stock ($0.01 Par Value),3.17,153655514,United States,NA,Medical Specialities
EOCW,Elliott Opportunity II Corp. Class A Ordinary Shares,9.75,742828125,,2021,
EOD,Allspring Global Dividend Opportunity Fund Common Shares of Beneficial Interest,5.93,256433890,United States,2007,Investment Managers
EOG,EOG Resources Inc. Common Stock,89.85,52570334793,United States,NA,Oil & Gas Production
EOI,Eaton Vance Enhance Equity Income Fund Eaton Vance Enhanced Equity Income Fund Shares of Beneficial Interest,20.07,790895600,United States,2004,Real Estate Investment Trusts
EOS,Eaton Vance Enhance Equity Income Fund II Common Stock,24.44,1242416272,,2005,Trusts Except Educational Religious and Charitable
EOT,Eaton Vance Municipal Income Trust EATON VANCE NATIONAL MUNICIPAL OPPORTUNITIES TRUST,22.32,346807245,United States,2009,Trusts Except Educational Religious and Charitable
EP^C,El Paso Corporation Preferred Stock,50.249,NA,United States,NA,
EPAC,Enerpac Tool Group Corp. Common Stock,20.58,1241365967,United States,NA,Industrial Machinery/Components
EPAM,EPAM Systems Inc. Common Stock,677.84,38446785873,United States,2012,EDP Services
EPC,Edgewell Personal Care Company Common Stock,45.79,2496210530,,NA,Package Goods/Cosmetics
EPD,Enterprise Products Partners L.P. Common Stock,21.67,47286756168,United States,NA,Natural Gas Distribution
EPR,EPR Properties Common Stock,47.92,3584676349,United States,1997,Real Estate Investment Trusts
EPR^C,EPR Properties 5.75% Series C Cumulative Convertible Preferred Shares,25.78,NA,United States,NA,
EPR^E,EPR Properties Series E Cumulative Conv Pfd Shs Ser E,35.59,NA,United States,NA,
EPR^G,EPR Properties 5.750% Series G Cumulative Redeemable Preferred Shares,25.6,NA,United States,NA,
EPRT,Essential Properties Realty Trust Inc. Common Stock,28.97,3521994782,United States,2018,Real Estate Investment Trusts
EPWR,Empowerment & Inclusion Capital I Corp. Class A Common Stock,9.72,335340000,,2021,
EQC,Equity Commonwealth Common Shares of Beneficial Interest,26.27,3176180944,United States,NA,Real Estate Investment Trusts
EQC^D,Equity Commonwealth 6.50% Pfd Conv Shs Ser D,29.9491,NA,United States,NA,
EQD,Equity Distribution Acquisition Corp. Class A Common Stock,9.8,507150000,United States,2020,
EQH,Equitable Holdings Inc. Common Stock,33.06,13381647734,United States,2018,
EQH^A,Equitable Holdings Inc. Depositary Shares,26.49,NA,United States,NA,
EQH^C,Equitable Holdings Inc. Depositary Shares each representing a 1/1000th interest in a share of Fixed Rate Noncumulative Perpetual Preferred Stock Series C,25.05,NA,United States,NA,
EQHA,EQ Health Acquisition Corp. Class A Common Stock,9.72,267299514,,2021,
EQNR,Equinor ASA,26.97,87190726322,Norway,NA,Integrated oil Companies
EQR,Equity Residential Common Shares of Beneficial Interest,90.55,33957718902,United States,NA,Real Estate Investment Trusts
EQS,Equus Total Return Inc. Common Stock,2.25,30415829,United States,NA,Finance/Investors Services
EQT,EQT Corporation Common Stock,22.8,8617365541,United States,NA,Oil & Gas Production
ERF,Enerplus Corporation Common Stock,10.51,2680050000,Canada,NA,
ERJ,Embraer S.A. Common Stock,17.11,3148852127,Brazil,2000,Aerospace
ERO,Ero Copper Corp. Common Shares,15,1345445130,,2021,Precious Metals
ES,Eversource Energy (D/B/A) Common Stock,90.61,31152244625,United States,NA,Electric Utilities: Central
ESE,ESCO Technologies Inc. Common Stock,87.99,2296642124,United States,NA,Telecommunications Equipment
ESGC,Eros STX Global Corporation A Ordinary Shares,0.2343,88783426,,2013,Movies/Entertainment
ESI,Element Solutions Inc. Common Stock,24.26,6004432533,United States,2014,Industrial Specialties
ESM,ESM Acquisition Corporation Class A Ordinary Shares,9.72,372932907,,2021,Business Services
ESMT,EngageSmart Inc. Common Stock,22.78,3683333281,,2021,EDP Services
ESNT,Essent Group Ltd. Common Shares,45.49,5023573379,,2013,Property-Casualty Insurers
ESRT,Empire State Realty Trust Inc. Class A Common Stock,8.92,1547345130,United States,2013,Real Estate Investment Trusts
ESS,Essex Property Trust Inc. Common Stock,352.21,22924584957,United States,1994,Real Estate Investment Trusts
ESTC,Elastic N.V. Ordinary Shares,122.01,11299819377,United States,2018,Computer Software: Prepackaged Software
ESTE,Earthstone Energy Inc. Class A Common Stock,11.57,616827141,United States,NA,Oil & Gas Production
ET,Energy Transfer LP Common Units,8.15,25927977235,United States,NA,Natural Gas Distribution
ET^C,Energy Transfer L.P. 7.375% Series C Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,24.52,NA,United States,NA,
ET^D,Energy Transfer L.P. 7.625% Series D Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,24.91,NA,United States,NA,
ET^E,Energy Transfer L.P. 7.600% Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Unit,25.39,NA,United States,NA,
ETB,Eaton Vance Tax-Managed Buy-Write Income Fund Eaton Vance Tax-Managed Buy-Write Income Fund Common Shares of Beneficial Interest,17.14,472037537,United States,2005,Trusts Except Educational Religious and Charitable
ETD,Ethan Allen Interiors Inc. Common Stock,26.76,675958563,United States,NA,Home Furnishings
ETG,Eaton Vance Tax-Advantaged Global Dividend Income Fund Common Shares of Beneficial Interest,22.65,1728199847,United States,2004,Investment Managers
ETI^,Entergy Texas Inc 5.375% Series A Preferred Stock Cumulative No Par Value,26.3297,NA,United States,NA,
ETJ,Eaton Vance Risk-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,10.79,691327784,United States,2007,Finance Companies
ETN,Eaton Corporation PLC Ordinary Shares,171.71,68443606000,Ireland,NA,Industrial Machinery/Components
ETO,Eaton Vance Tax-Advantage Global Dividend Opp Common Stock,32.29,522216160,United States,2004,Investment Managers
ETR,Entergy Corporation Common Stock,112.49,22608386212,United States,NA,Electric Utilities: Central
ETRN,Equitrans Midstream Corporation Common Stock,10.13,4381235130,,2018,Oilfield Services/Equipment
ETV,Eaton Vance Corporation Eaton Vance Tax-Managed Buy-Write Opportunities Fund Common Shares of Beneficial Interest,16.78,1755731756,United States,2005,Trusts Except Educational Religious and Charitable
ETW,Eaton Vance Corporation Eaton Vance Tax-Managed Global Buy-Write Opportunites Fund Common Shares of Beneficial Interest,11.27,1212245581,United States,2005,Investment Managers
ETWO,E2open Parent Holdings Inc.Class A Common Stock,11.32,3396026625,,2020,Computer Software: Prepackaged Software
ETX,Eaton Vance Municipal Income 2028 Term Trust Common Shares of Beneficial Interest,21.43,232810720,,2013,Finance Companies
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund Common Shares of Beneficial Interest,14.94,2309514780,United States,2006,Finance Companies
EURN,Euronav NV Ordinary Shares,8.69,1752581655,,2015,Marine Transportation
EVA,Enviva Partners LP Common units representing limited partner interests,70.5,4302116636,United States,2015,
EVC,Entravision Communications Corporation Common Stock,6.75,576627998,United States,2000,Broadcasting
EVF,Eaton Vance Senior Income Trust Common Stock,6.72,117854036,United States,1998,Trusts Except Educational Religious and Charitable
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,13.24,177725803,United States,2005,Investment Managers
EVH,Evolent Health Inc Class A Common Stock,27.06,2419448319,United States,2015,Managed Health Care
EVN,Eaton Vance Municipal Income Trust Common Stock,13.76,545820163,United States,1999,Investment Managers
EVR,Evercore Inc. Class A Common Stock,136.74,5335488006,United States,2006,Investment Managers
EVRG,Evergy Inc. Common Stock,68.51,15709527977,,2018,Power Generation
EVRI,Everi Holdings Inc. Common Stock,21.21,1929656657,United States,NA,Recreational Products/Toys
EVT,Eaton Vance Tax Advantaged Dividend Income Fund Common Shares of Beneficial Interest,29.49,2172048055,United States,2003,Finance Companies
EVTC,Evertec Inc. Common Stock,50.47,3632318632,Puerto Rico,2013,EDP Services
EVTL,Vertical Aerospace Ltd. Ordinary Shares,7.34,1535053704,,2021,
EW,Edwards Lifesciences Corporation Common Stock,130.64,81563058557,United States,NA,Industrial Specialties
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,12.26,119346257,United States,2010,Trusts Except Educational Religious and Charitable
EXG,Eaton Vance Tax-Managed Global Diversified Equity Income Fund Eaton Vance Tax-Managed Global Diversified Equity Income Fund Common Shares of Beneficial Interest,10.55,3212330159,United States,2007,Finance Companies
EXK,Endeavour Silver Corporation Ordinary Shares (Canada),4.13,704005198,Canada,NA,
EXP,Eagle Materials Inc Common Stock,167.98,6832406929,United States,NA,Building Materials
EXPR,Express Inc. Common Stock,3.14,210556399,United States,2010,
EXR,Extra Space Storage Inc Common Stock,225.42,30181890458,United States,2004,Real Estate Investment Trusts
EXTN,Exterran Corporation Common Stock,2.92,97246372,United States,2015,Diversified Commercial Services
F,Ford Motor Company Common Stock,20.56,82162725302,United States,NA,Auto Manufacturing
F^B,Ford Motor Company 6.20% Notes due June 1 2059,27.15,NA,United States,NA,
F^C,Ford Motor Company 6% Notes due December 1 2059,26.94,NA,United States,NA,
FACA,Figure Acquisition Corp. I Class A Common Stock,9.7899,402085173,,2021,
FACT,Freedom Acquisition I Corp. Class A Ordinary Shares,9.7,418312500,,2021,Biotechnology: Pharmaceutical Preparations
FAF,First American Corporation (New) Common Stock,78.66,8634271119,United States,NA,Specialty Insurers
FAM,First Trust/Aberdeen Global Opportunity Income Fund First Trust/Aberdeen Global Opportunity Income Fund Common Shares of Beneficial Interest,9.71,98428610,United States,2006,Finance/Investors Services
FATH,Fathom Digital Manufacturing Corporation Class A Common Stock,6.79,NA,,2021,
FBC,Flagstar Bancorp Inc. Common Stock,47.83,2528465892,United States,NA,Savings Institutions
FBHS,Fortune Brands Home & Security Inc. Common Stock,106.63,14473353314,United States,NA,Building Products
FBK,FB Financial Corporation Common Stock,44.24,2110769988,United States,2016,Major Banks
FBP,First BanCorp. New Common Stock,13.77,2831725991,Puerto Rico,NA,Major Banks
FBRT,Franklin BSP Realty Trust Inc. Common Stock,15.39,676411769,,2021,Real Estate Investment Trusts
FBRT^E,Franklin BSP Realty Trust Inc. 7.50% Series E Cumulative Redeemable Preferred Stock,25.4,NA,,NA,
FC,Franklin Covey Company Common Stock,45.74,653555258,United States,NA,Professional Services
FCAX,Fortress Capital Acquisition Corp. Class A Ordinary Shares,9.75,487500000,,2021,Business Services
FCF,First Commonwealth Financial Corporation Common Stock,16.09,1527457280,United States,NA,Major Banks
FCN,FTI Consulting Inc. Common Stock,155.03,5315741039,United States,NA,Professional Services
FCPT,Four Corners Property Trust Inc. Common Stock,29.69,2296599674,United States,2015,Real Estate Investment Trusts
FCRX,First Eagle Alternative Capital BDC Inc. 5.000% Notes due 2026,25.46,0,United States,2021,
